stock_symbol,Date,Open,High,Low,Close,Volume
ICICIBANK.NS,15-04-2015,263.4041464,266.6723958,259.0189088,260.6323547,11297754
ICICIBANK.NS,16-04-2015,261.3770507,261.4597937,256.6194831,258.5638733,9682703
ICICIBANK.NS,17-04-2015,259.8463443,260.5910032,255.0473913,256.5780945,11639567
ICICIBANK.NS,20-04-2015,258.8947983,262.783578,255.0887338,257.4468384,11663690
ICICIBANK.NS,21-04-2015,257.3227089,261.9561752,256.4539496,257.1986084,9953639
ICICIBANK.NS,22-04-2015,259.1844166,260.6323767,251.0344713,258.9361877,12256206
ICICIBANK.NS,23-04-2015,260.0118684,261.3770858,256.2885456,258.0260925,10352840
ICICIBANK.NS,24-04-2015,258.5225026,258.6052456,254.0959066,255.0474091,13482295
ICICIBANK.NS,27-04-2015,257.0745898,258.5225225,245.4909067,250.1243744,24819034
ICICIBANK.NS,28-04-2015,252.8547943,271.8850941,252.8547943,270.4371338,37447522
ICICIBANK.NS,29-04-2015,271.2231816,277.015023,268.989177,273.167572,24501414
ICICIBANK.NS,30-04-2015,273.870864,276.0221257,269.0719108,273.9949646,20787994
ICICIBANK.NS,04-05-2015,275.3188297,278.7525657,269.8993179,272.4642944,11308400
ICICIBANK.NS,05-05-2015,272.4641959,273.7880274,270.6439068,271.7608948,10109107
ICICIBANK.NS,06-05-2015,270.4785364,279.6627289,256.6195186,258.2743225,19967506
ICICIBANK.NS,07-05-2015,258.3156451,258.977561,248.7177668,252.0273743,16086181
ICICIBANK.NS,08-05-2015,256.49536,263.8592617,256.49536,262.2872009,15672276
ICICIBANK.NS,11-05-2015,264.8107788,269.5683463,264.0247345,267.6653137,9605442
ICICIBANK.NS,12-05-2015,267.706733,268.0790625,254.0132003,255.0060883,13692241
ICICIBANK.NS,13-05-2015,259.1016899,264.0661011,253.5994356,262.8250122,15431501
ICICIBANK.NS,14-05-2015,262.8663655,263.073209,257.5296249,260.5910034,11672149
ICICIBANK.NS,15-05-2015,260.8805784,261.8321085,256.9504128,258.4397583,12014773
ICICIBANK.NS,18-05-2015,260.632411,262.2044719,258.8948642,261.6666565,7629436
ICICIBANK.NS,19-05-2015,259.7635929,263.8592444,258.1501468,260.9219666,9064851
ICICIBANK.NS,20-05-2015,261.6666801,265.5968465,261.6666801,263.735199,7555070
ICICIBANK.NS,21-05-2015,264.9349023,265.4313324,258.7293741,259.4326477,11132704
ICICIBANK.NS,22-05-2015,260.6324033,263.2387096,257.9433263,259.4740295,8944914
ICICIBANK.NS,25-05-2015,258.1501942,259.8877411,257.2814346,258.2743225,5481212
ICICIBANK.NS,26-05-2015,258.150164,258.9775659,255.3783719,256.2471313,5505501
ICICIBANK.NS,27-05-2015,257.984757,260.4669631,254.4268921,259.1017456,12557150
ICICIBANK.NS,28-05-2015,260.0117844,261.4597444,257.7364228,260.2186279,11520281
ICICIBANK.NS,29-05-2015,262.3700095,263.8593277,260.4669764,262.4941101,22664703
ICICIBANK.NS,01-06-2015,262.2871952,263.9419989,261.4597934,261.8321228,7621775
ICICIBANK.NS,02-06-2015,262.2872382,262.7009254,250.7035825,251.9446716,13982208
ICICIBANK.NS,03-06-2015,251.7378258,251.7378258,240.6092427,244.704895,22831293
ICICIBANK.NS,04-06-2015,245.5885677,246.4301983,240.2441893,244.1577759,20759124
ICICIBANK.NS,05-06-2015,245.0835821,246.0935445,238.1822052,239.1080017,23735127
ICICIBANK.NS,08-06-2015,240.4125319,240.4125319,235.9518669,238.3084412,21145729
ICICIBANK.NS,09-06-2015,238.0980496,242.222037,237.3826536,241.6329041,19411474
ICICIBANK.NS,10-06-2015,241.5487064,247.734715,241.2962087,246.1776886,17487792
ICICIBANK.NS,11-06-2015,249.123463,250.1334255,241.1279568,242.8112183,21760535
ICICIBANK.NS,12-06-2015,243.6527983,249.9650417,241.6749425,249.0813141,20748570
ICICIBANK.NS,15-06-2015,248.2817811,252.7845004,246.7668235,251.8166351,17020704
ICICIBANK.NS,16-06-2015,250.0071653,255.0149092,247.3560383,254.2153473,15828124
ICICIBANK.NS,17-06-2015,256.0669163,256.1089851,252.5320618,253.6261902,16849471
ICICIBANK.NS,18-06-2015,256.3194107,257.2872761,254.4678176,255.3094482,15455462
ICICIBANK.NS,19-06-2015,252.8266115,257.53976,252.8266115,256.319397,9060393
ICICIBANK.NS,22-06-2015,257.8764172,265.8719511,257.5818507,265.1565552,17123638
ICICIBANK.NS,23-06-2015,265.0723833,266.62941,262.5895601,263.8520203,13093667
ICICIBANK.NS,24-06-2015,264.0203657,269.6593112,263.1366379,267.4289856,14984900
ICICIBANK.NS,25-06-2015,266.250696,269.0280859,263.5995409,264.946167,18385230
ICICIBANK.NS,26-06-2015,265.1144869,265.1565557,259.6859421,262.3370972,11342004
ICICIBANK.NS,29-06-2015,254.1731941,263.4311586,252.6161959,261.9162292,11605396
ICICIBANK.NS,30-06-2015,260.9483808,263.9361709,255.8985688,259.2230225,15125139
ICICIBANK.NS,01-07-2015,259.8121221,263.8519712,259.8121221,262.757843,15481941
ICICIBANK.NS,02-07-2015,264.5253112,265.4932048,261.8320875,263.4311829,9252723
ICICIBANK.NS,03-07-2015,262.3791296,265.5352513,261.6637337,264.7357178,5716323
ICICIBANK.NS,06-07-2015,260.1488115,266.587318,256.9085238,265.2406921,8562220
ICICIBANK.NS,07-07-2015,264.2728683,267.6393912,262.2108462,263.094574,10617091
ICICIBANK.NS,08-07-2015,259.5596953,262.252919,257.7922681,258.8442993,13252578
ICICIBANK.NS,09-07-2015,258.3814133,261.7058672,257.2872849,260.4855042,6959346
ICICIBANK.NS,10-07-2015,263.0103395,265.030264,261.1166497,263.5574036,10664155
ICICIBANK.NS,13-07-2015,264.6936293,266.9660517,263.2628657,266.2927246,8964077
ICICIBANK.NS,14-07-2015,266.7976958,266.8818617,262.631612,263.809906,8304877
ICICIBANK.NS,15-07-2015,264.1886226,265.9560494,263.7257244,264.8198242,7378092
ICICIBANK.NS,16-07-2015,264.904041,267.8497623,264.6094745,266.881897,13466904
ICICIBANK.NS,17-07-2015,267.6393509,270.1642427,266.4189879,267.1764526,9339699
ICICIBANK.NS,20-07-2015,268.4388741,269.1542417,262.6736672,265.7877197,9420104
ICICIBANK.NS,21-07-2015,267.2185599,267.2185599,261.2429789,262.1266785,10702263
ICICIBANK.NS,22-07-2015,261.5796125,267.3868899,260.7379818,266.629425,11141670
ICICIBANK.NS,23-07-2015,266.6714096,267.3868054,262.7999208,263.3469849,15214876
ICICIBANK.NS,24-07-2015,262.4213097,262.4213097,251.9008818,252.9950104,21177605
ICICIBANK.NS,27-07-2015,252.3637237,252.3637237,244.1577895,244.9994202,11212545
ICICIBANK.NS,28-07-2015,245.5044239,248.5763801,237.9297195,239.8654785,25395273
ICICIBANK.NS,29-07-2015,241.9695223,243.9894186,239.0658702,243.4423828,13165836
ICICIBANK.NS,30-07-2015,244.073622,247.1456064,241.9695595,244.9152527,13705803
ICICIBANK.NS,31-07-2015,247.8188815,259.98047,247.524315,254.5098572,38967790
ICICIBANK.NS,03-08-2015,256.2351807,264.2727812,256.0247519,263.3469849,28709585
ICICIBANK.NS,04-08-2015,263.8520431,265.3249039,258.423498,264.3149414,16797983
ICICIBANK.NS,05-08-2015,264.9040667,269.1543174,260.064683,262.042511,13798462
ICICIBANK.NS,06-08-2015,263.2208028,263.3049687,258.7601516,261.7900391,12210084
ICICIBANK.NS,07-08-2015,260.8221029,263.0524282,259.60174,261.0325317,6215341
ICICIBANK.NS,10-08-2015,260.906307,264.272858,258.5076496,260.5696716,7698226
ICICIBANK.NS,11-08-2015,260.8220836,260.8220836,253.1211461,254.383606,10431195
ICICIBANK.NS,12-08-2015,252.4899348,252.6161978,244.1577667,245.4622955,10292540
ICICIBANK.NS,13-08-2015,248.4922186,251.3958431,244.7890322,245.67276,13754705
ICICIBANK.NS,14-08-2015,247.6505973,255.6882004,245.7990041,254.6782379,9669851
ICICIBANK.NS,17-08-2015,254.1311328,256.445624,249.838814,254.9306946,8331141
ICICIBANK.NS,18-08-2015,255.0148338,256.0247678,250.5541554,253.4157104,5936462
ICICIBANK.NS,19-08-2015,253.3736587,257.0347474,252.9107605,256.2772827,8754270
ICICIBANK.NS,20-08-2015,252.700364,258.1709768,248.9971782,251.0170746,15936951
ICICIBANK.NS,21-08-2015,247.2297741,250.7225601,242.8953857,249.5442657,13769807
ICICIBANK.NS,24-08-2015,237.6772114,239.7392333,225.1368894,227.1988831,33312582
ICICIBANK.NS,25-08-2015,232.7536663,239.3604769,224.8423127,238.6030121,26553623
ICICIBANK.NS,26-08-2015,235.6152075,237.5509663,232.0382703,234.016098,16189880
ICICIBANK.NS,27-08-2015,237.9717687,239.4446294,235.8256093,237.7192993,27884874
ICICIBANK.NS,28-08-2015,239.9075442,243.4844957,237.0459886,238.771347,14365759
ICICIBANK.NS,31-08-2015,238.0980292,239.3183922,232.5853191,233.8898621,15079961
ICICIBANK.NS,01-09-2015,231.4491317,234.3527701,225.8101867,228.0405121,17342438
ICICIBANK.NS,02-09-2015,232.2907696,232.9219996,221.4337086,222.9065552,18825908
ICICIBANK.NS,03-09-2015,226.104758,227.0726375,220.2554122,224.5898285,16509187
ICICIBANK.NS,04-09-2015,222.9486314,223.1169632,214.3218962,216.930954,21605844
ICICIBANK.NS,07-09-2015,218.8667156,219.876678,208.472553,209.6508331,21698736
ICICIBANK.NS,08-09-2015,211.9232509,220.7604014,209.7350083,219.4979553,18300349
ICICIBANK.NS,09-09-2015,225.5156235,226.3993371,221.0549585,222.654068,24478703
ICICIBANK.NS,10-09-2015,218.824627,227.2409616,215.6685051,225.0527191,13718266
ICICIBANK.NS,11-09-2015,225.0106374,227.156797,222.5278143,225.1789551,14872838
ICICIBANK.NS,14-09-2015,224.0848329,230.0183442,221.4336923,229.2608795,13300446
ICICIBANK.NS,15-09-2015,229.7658676,229.7658676,224.5477379,225.9785156,14825729
ICICIBANK.NS,16-09-2015,229.3450526,230.5654298,226.4414281,229.6396332,13377086
ICICIBANK.NS,18-09-2015,234.184443,240.1600376,231.2808045,233.8477936,21286324
ICICIBANK.NS,21-09-2015,228.840053,235.951844,228.0825742,235.0681305,11510079
ICICIBANK.NS,22-09-2015,233.9740339,235.9518759,226.4835096,227.7038727,14741229
ICICIBANK.NS,23-09-2015,224.6739777,231.4491195,222.3174036,230.0604248,12489166
ICICIBANK.NS,24-09-2015,228.4192384,230.2708314,224.7160524,225.8101807,10557228
ICICIBANK.NS,28-09-2015,228.9242164,229.5133634,224.253151,225.6418457,8561999
ICICIBANK.NS,29-09-2015,221.9386577,229.4712784,215.752663,226.3993225,29415623
ICICIBANK.NS,30-09-2015,228.3350996,229.1767302,223.6219509,227.5355377,13700514
ICICIBANK.NS,01-10-2015,230.1445794,230.1445794,223.9164879,224.8002014,7677876
ICICIBANK.NS,05-10-2015,229.2608758,237.3405605,229.2608758,236.4568329,13756761
ICICIBANK.NS,06-10-2015,239.0238307,239.7392266,235.6572941,237.9717712,10497246
ICICIBANK.NS,07-10-2015,236.4147488,238.8554888,233.3007099,238.1821899,7765703
ICICIBANK.NS,08-10-2015,237.6772075,237.6772075,233.2586396,234.3527679,6649535
ICICIBANK.NS,09-10-2015,236.9197569,242.3062046,236.1202092,240.791275,11102562
ICICIBANK.NS,12-10-2015,242.1378638,245.3360829,240.0758702,242.0537262,7892259
ICICIBANK.NS,13-10-2015,240.6229156,243.8211345,239.4446215,241.9274445,6102034
ICICIBANK.NS,14-10-2015,238.5609054,240.0337659,237.2984455,238.0980072,5325426
ICICIBANK.NS,15-10-2015,239.0238506,241.5487427,238.7292841,241.0016785,6759388
ICICIBANK.NS,16-10-2015,241.1279532,246.3460694,237.8034991,243.6107483,8890588
ICICIBANK.NS,19-10-2015,243.5686801,243.9894813,240.3704607,241.7170868,5806930
ICICIBANK.NS,20-10-2015,241.1279096,243.6528014,239.2763167,240.875412,8710318
ICICIBANK.NS,21-10-2015,240.3283907,242.2641499,234.6473621,237.9297333,5616168
ICICIBANK.NS,23-10-2015,240.6649958,243.2319562,239.5708677,240.9174652,8208290
ICICIBANK.NS,26-10-2015,242.1799744,243.8632358,238.8134516,240.1600494,6085533
ICICIBANK.NS,27-10-2015,239.0238447,240.6229402,237.4247493,238.771347,6090339
ICICIBANK.NS,28-10-2015,235.6573031,236.2464502,226.4835036,228.2509308,15503186
ICICIBANK.NS,29-10-2015,229.1767149,230.8599761,227.5355225,228.461319,9035266
ICICIBANK.NS,30-10-2015,229.1346178,235.3626952,227.6617573,233.13237,27623495
ICICIBANK.NS,02-11-2015,233.1323908,236.751411,232.0382766,235.2785645,11398428
ICICIBANK.NS,03-11-2015,235.9939447,237.9297036,234.1423516,235.194397,9079788
ICICIBANK.NS,04-11-2015,236.4568343,236.4568343,229.3450289,230.0604248,7389933
ICICIBANK.NS,05-11-2015,228.9242289,230.186689,226.1889222,227.2830505,11422504
ICICIBANK.NS,06-11-2015,227.1567754,227.1567754,222.8223739,224.8002014,12121540
ICICIBANK.NS,09-11-2015,218.2354812,223.0327956,215.4580917,221.475769,13448248
ICICIBANK.NS,10-11-2015,220.0870698,224.2110853,219.2033563,221.1811981,8652695
ICICIBANK.NS,13-11-2015,219.1192053,221.3495307,217.9829941,220.2974854,10160904
ICICIBANK.NS,16-11-2015,219.6662702,225.8522797,218.4879901,224.9264832,8992376
ICICIBANK.NS,17-11-2015,228.6717299,229.2187941,223.0748681,225.4314423,17959700
ICICIBANK.NS,18-11-2015,224.7160812,225.7681266,218.4038366,219.2033844,9500657
ICICIBANK.NS,19-11-2015,221.3495196,225.5576866,221.012856,224.2110748,9618626
ICICIBANK.NS,20-11-2015,222.6961562,227.4513878,221.7703596,222.9907227,9819811
ICICIBANK.NS,23-11-2015,223.8744346,225.3472954,216.5522281,223.8323517,12735592
ICICIBANK.NS,24-11-2015,221.644104,223.3694482,218.530065,221.644104,11775700
ICICIBANK.NS,26-11-2015,221.5599169,225.3051856,221.5599169,222.1911469,13255344
ICICIBANK.NS,27-11-2015,223.6640303,228.0825982,222.527819,227.2830505,11608418
ICICIBANK.NS,30-11-2015,225.726012,233.5531992,225.726012,230.2287598,16528998
ICICIBANK.NS,01-12-2015,231.4912255,232.9220033,230.0183647,230.5233459,6603705
ICICIBANK.NS,02-12-2015,231.0703916,231.7857734,226.0205938,227.5776062,7161062
ICICIBANK.NS,03-12-2015,226.1047743,227.2830686,223.1169838,223.706131,8549273
ICICIBANK.NS,04-12-2015,221.39161,222.1911576,219.497934,220.0449982,9085607
ICICIBANK.NS,07-12-2015,222.443648,222.6540628,220.1712397,221.3916168,5522740
ICICIBANK.NS,08-12-2015,220.2974817,220.9287117,218.5300546,220.0449982,11624224
ICICIBANK.NS,09-12-2015,219.4979207,220.4658001,217.4779961,218.3617096,8129762
ICICIBANK.NS,10-12-2015,219.5400275,220.4237411,215.4580949,217.940918,11053207
ICICIBANK.NS,11-12-2015,219.2875023,219.7504005,208.0096277,209.8191376,18851171
ICICIBANK.NS,14-12-2015,208.1358879,212.0494888,206.200129,209.5666656,13279719
ICICIBANK.NS,15-12-2015,208.6408639,208.6408639,204.5589455,207.378418,13675557
ICICIBANK.NS,16-12-2015,208.0937871,213.3539994,205.0639143,212.1336365,18885293
ICICIBANK.NS,17-12-2015,213.7327318,214.8689429,210.4924442,213.059433,17692297
ICICIBANK.NS,18-12-2015,212.1757376,212.9332023,210.2820616,210.4924622,14450734
ICICIBANK.NS,21-12-2015,210.4924227,218.4037747,210.4082569,217.3096466,14307700
ICICIBANK.NS,22-12-2015,215.8789326,221.7703615,215.8368497,218.4459076,21342967
ICICIBANK.NS,23-12-2015,218.4879617,221.307434,218.0671465,220.3816376,11533960
ICICIBANK.NS,24-12-2015,221.3495237,221.8545049,216.5522096,217.0992737,6097366
ICICIBANK.NS,28-12-2015,218.8667243,223.0328088,218.8246413,222.2332611,12041784
ICICIBANK.NS,29-12-2015,222.1911729,224.2952495,220.0870821,222.822403,9054719
ICICIBANK.NS,30-12-2015,221.5599244,222.5698868,220.2974785,220.8024597,10025565
ICICIBANK.NS,31-12-2015,220.5920466,222.0649072,218.9508683,219.9608307,8546444
ICICIBANK.NS,01-01-2016,219.9187554,221.8545143,217.1413658,221.3495331,5998096
ICICIBANK.NS,04-01-2016,219.6662451,219.9608257,214.321881,215.0793457,9435792
ICICIBANK.NS,05-01-2016,215.6684936,216.7205389,211.8390589,216.047226,8966977
ICICIBANK.NS,06-01-2016,214.9531272,216.0893243,209.7349974,210.4924622,17416181
ICICIBANK.NS,07-01-2016,207.3784224,208.4725507,204.6010328,207.6729889,18240712
ICICIBANK.NS,08-01-2016,205.7793045,208.556694,204.895591,206.2422028,14404391
ICICIBANK.NS,11-01-2016,203.5910461,205.2743072,200.3507587,201.5290527,14208668
ICICIBANK.NS,12-01-2016,202.8336042,203.548986,198.2887875,199.2566528,11895899
ICICIBANK.NS,13-01-2016,200.1404032,204.4327228,194.5014576,201.571167,18215710
ICICIBANK.NS,14-01-2016,197.1104949,201.8236434,195.0905701,198.4150238,14600781
ICICIBANK.NS,15-01-2016,198.2888175,198.8779506,186.6321933,188.9046021,22333902
ICICIBANK.NS,18-01-2016,188.6941682,192.4815203,183.3077205,187.7683716,30239009
ICICIBANK.NS,19-01-2016,189.0728876,194.6276666,189.0728876,192.5235901,16222439
ICICIBANK.NS,20-01-2016,189.2833031,191.8082091,185.2434676,188.8624878,14353478
ICICIBANK.NS,21-01-2016,192.3131867,196.5213542,188.6941664,190.4615936,15665863
ICICIBANK.NS,22-01-2016,195.7638879,197.6996469,193.4073136,195.8901367,15148522
ICICIBANK.NS,25-01-2016,198.5833298,200.7294891,197.1104694,198.6674957,17137268
ICICIBANK.NS,27-01-2016,200.3086905,201.4028188,197.5313011,199.7195435,12155561
ICICIBANK.NS,28-01-2016,200.7715624,201.6131928,194.6276372,196.2688293,24258166
ICICIBANK.NS,29-01-2016,184.3176738,197.1946593,184.3176738,193.7018738,47755494
ICICIBANK.NS,01-02-2016,191.0507374,191.345318,181.7086061,182.8027344,40395715
ICICIBANK.NS,02-02-2016,183.4760443,184.9068079,176.4904874,177.0796204,31821419
ICICIBANK.NS,03-02-2016,174.2180832,175.7330127,170.472814,171.73526,23592288
ICICIBANK.NS,04-02-2016,173.7130849,173.7130849,168.7474391,171.6510773,30869158
ICICIBANK.NS,05-02-2016,172.9556355,177.5846186,171.3565399,176.2380066,36189377
ICICIBANK.NS,08-02-2016,177.5845918,181.3719436,173.5026735,175.5225983,19366081
ICICIBANK.NS,09-02-2016,171.6931894,178.0054339,168.9578825,176.2380066,20906682
ICICIBANK.NS,10-02-2016,170.9356957,176.3221427,170.0098992,174.4284668,22742128
ICICIBANK.NS,11-02-2016,171.4827572,174.175995,166.643374,167.6954193,31817116
ICICIBANK.NS,12-02-2016,165.4650611,166.9800045,160.331112,162.8980865,41775526
ICICIBANK.NS,15-02-2016,163.1926836,174.4705745,163.1926836,171.2723694,34130349
ICICIBANK.NS,16-02-2016,174.2180704,174.2180704,164.5392761,165.4650726,20895952
ICICIBANK.NS,17-02-2016,165.3809476,165.9279977,158.9424541,160.5415497,28792115
ICICIBANK.NS,18-02-2016,162.8560391,167.4850222,162.6035555,165.0863647,32260277
ICICIBANK.NS,19-02-2016,164.7917889,169.5470206,164.3288906,167.3166809,17617480
ICICIBANK.NS,22-02-2016,166.2225623,169.4207672,165.3388487,167.02211,17567788
ICICIBANK.NS,23-02-2016,167.8216762,167.8216762,160.1207365,161.5935974,20001984
ICICIBANK.NS,24-02-2016,159.0686986,160.920292,156.4175574,157.385437,20654961
ICICIBANK.NS,25-02-2016,157.9745746,159.0686889,152.7985272,154.0188904,38340699
ICICIBANK.NS,26-02-2016,155.1129829,156.5016776,152.125179,155.5337982,24687792
ICICIBANK.NS,29-02-2016,155.5338096,164.8759403,152.9247519,159.9523773,43510436
ICICIBANK.NS,01-03-2016,164.3288555,173.7551509,164.3288555,172.492691,27223692
ICICIBANK.NS,02-03-2016,178.1737744,186.3376125,177.6687931,185.1593323,40766551
ICICIBANK.NS,03-03-2016,183.9809802,185.4117577,180.2777947,183.4760132,22903720
ICICIBANK.NS,04-03-2016,186.6321693,188.8624947,184.3597609,185.5801239,24493722
ICICIBANK.NS,08-03-2016,185.1172367,185.1172367,180.3620049,182.5081787,18883002
ICICIBANK.NS,09-03-2016,179.0995371,183.3918702,176.7850459,182.0873413,17300650
ICICIBANK.NS,10-03-2016,183.4760389,184.1914207,180.6144835,181.3719482,13551255
ICICIBANK.NS,11-03-2016,179.5624153,183.9389138,178.9311854,179.9832306,14879621
ICICIBANK.NS,14-03-2016,184.3176636,187.5158683,184.023083,186.5479889,16726756
ICICIBANK.NS,15-03-2016,187.5158635,189.2412076,185.5801047,186.2954865,13475557
ICICIBANK.NS,16-03-2016,185.0751476,191.3873918,183.9389504,190.5457611,17144832
ICICIBANK.NS,17-03-2016,193.575637,198.8358355,189.3253868,191.6819611,32391146
ICICIBANK.NS,18-03-2016,192.0607114,194.7960182,190.335367,193.7439728,18370981
ICICIBANK.NS,21-03-2016,194.8801726,198.2887923,194.7960067,197.6575623,14818419
ICICIBANK.NS,22-03-2016,197.4471605,197.4471605,194.0806377,196.6055298,12269251
ICICIBANK.NS,23-03-2016,194.7960278,197.7838325,194.2489636,197.1105194,16987529
ICICIBANK.NS,28-03-2016,196.9421579,196.9421579,188.4416717,189.7462006,20214214
ICICIBANK.NS,29-03-2016,187.9366929,191.0086489,187.1792281,188.0208588,20447782
ICICIBANK.NS,30-03-2016,192.313204,201.1503551,190.8824402,199.8879089,23016348
ICICIBANK.NS,31-03-2016,200.4770141,203.1281547,196.6896625,199.1724854,30614104
ICICIBANK.NS,01-04-2016,198.6254289,201.5290672,195.8480394,200.5611877,15677352
ICICIBANK.NS,04-04-2016,202.2023874,202.8757005,197.4892386,200.9399414,16716587
ICICIBANK.NS,05-04-2016,198.9620852,199.8878817,189.3674706,189.8724518,26547328
ICICIBANK.NS,06-04-2016,191.3032168,191.8923498,185.2434569,187.3054504,19185947
ICICIBANK.NS,07-04-2016,187.5158797,188.7362427,184.4439095,185.4117889,17724531
ICICIBANK.NS,08-04-2016,185.6222176,188.3575244,184.7805869,186.2113647,9986871
ICICIBANK.NS,11-04-2016,187.0109135,189.5358056,184.4018555,189.1149902,19813955
ICICIBANK.NS,12-04-2016,188.7783211,194.3331002,188.3575058,192.5235901,20594261
ICICIBANK.NS,13-04-2016,196.1846901,205.5268209,196.1426072,202.5390167,26283492
ICICIBANK.NS,18-04-2016,204.9376717,205.316404,197.4471339,199.5933075,17531597
ICICIBANK.NS,20-04-2016,201.2344979,201.6553132,197.0263305,200.3507843,18650423
ICICIBANK.NS,21-04-2016,207.2521848,216.9730488,207.2521848,212.975296,36699098
ICICIBANK.NS,22-04-2016,215.6684742,216.2997041,210.5765941,212.0915375,25884500
ICICIBANK.NS,25-04-2016,213.0173774,214.9110535,211.3761848,212.8911285,18121694
ICICIBANK.NS,26-04-2016,211.1237163,214.3640045,207.4626127,213.8169403,30185498
ICICIBANK.NS,27-04-2016,211.1657753,211.2499412,204.7272825,205.8634796,36932788
